date,ID1,ID2,ID3,time,well,row,col,sample,group,A535,B475,BRET RATIO
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,A10,A,10,Sample X1,E,75304,146078,0.5155054149153192
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,A11,A,11,Sample X1,F,71442,142054,0.5029214242471173
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,A12,A,12,Sample X1,F,54710,106648,0.5129960243042533
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B01,B,01,Sample X2,A,65900,126080,0.5226840101522843
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B02,B,02,Sample X2,A,70870,134720,0.5260540380047506
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B03,B,03,Sample X2,B,84410,170294,0.49567219044710914
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B04,B,04,Sample X2,B,73888,146530,0.5042516890739098
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B05,B,05,Sample X2,C,44548,84914,0.5246249146194973
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B06,B,06,Sample X2,C,42294,79792,0.530053138159214
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B07,B,07,Sample X2,D,20,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B08,B,08,Sample X2,D,40,32,1.25
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B09,B,09,Sample X2,E,78722,158066,0.49803246745030555
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B10,B,10,Sample X2,E,67882,137078,0.4952071083616627
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B11,B,11,Sample X2,F,55910,112544,0.49678348023883995
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,B12,B,12,Sample X2,F,56276,110766,0.5080620406984092
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C01,C,01,Sample X3,A,58814,120140,0.48954553021474945
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C02,C,02,Sample X3,A,56520,114966,0.4916236104587443
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C03,C,03,Sample X3,B,78198,161498,0.48420413875094426
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C04,C,04,Sample X3,B,67612,139348,0.4852025145678445
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C05,C,05,Sample X3,C,42976,83860,0.5124731695683281
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C06,C,06,Sample X3,C,33648,65240,0.5157572041692213
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C07,C,07,Sample X3,D,26,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C08,C,08,Sample X3,D,52,24,2.1666666666666665
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C09,C,09,Sample X3,E,65512,143110,0.45777374047935154
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C10,C,10,Sample X3,E,61878,130746,0.4732687806892754
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C11,C,11,Sample X3,F,61598,128318,0.48004177122461383
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,C12,C,12,Sample X3,F,54752,114156,0.47962437366410876
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D01,D,01,Sample X4,A,63444,140606,0.45121829793892154
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D02,D,02,Sample X4,A,73122,156618,0.46688120139447575
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D03,D,03,Sample X4,B,90090,199688,0.4511537999278875
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D04,D,04,Sample X4,B,60834,129106,0.47119421250755195
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D05,D,05,Sample X4,C,64784,133990,0.48349876856481827
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D06,D,06,Sample X4,C,35044,71288,0.49158343620244643
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D07,D,07,Sample X4,D,38,6,6.333333333333333
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D08,D,08,Sample X4,D,34,18,1.8888888888888888
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D09,D,09,Sample X4,E,74968,170336,0.4401183543114785
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D10,D,10,Sample X4,E,64454,139546,0.46188353661158327
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D11,D,11,Sample X4,F,65232,139090,0.46899130059673594
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,D12,D,12,Sample X4,F,66570,141598,0.47013375895139764
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E01,E,01,Sample X5,A,57280,132048,0.43378165515570094
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E02,E,02,Sample X5,A,51616,112162,0.460191508710615
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E03,E,03,Sample X5,B,84568,193106,0.43793564156473647
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E04,E,04,Sample X5,B,79502,182692,0.43516957502244213
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E05,E,05,Sample X5,C,32520,70620,0.46049277824978757
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E06,E,06,Sample X5,C,45252,92202,0.4907919567905252
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E07,E,07,Sample X5,D,22,18,1.2222222222222223
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E08,E,08,Sample X5,D,38,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E09,E,09,Sample X5,E,60640,134912,0.44947817836812143
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E10,E,10,Sample X5,E,61262,137072,0.4469329987160033
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E11,E,11,Sample X5,F,60856,130800,0.4652599388379205
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,E12,E,12,Sample X5,F,51428,117284,0.43849118379318575
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F01,F,01,Sample X6,A,60388,136230,0.4432797474858695
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F02,F,02,Sample X6,A,55092,119336,0.4616544881678622
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F03,F,03,Sample X6,B,72078,168172,0.4285969126846324
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F04,F,04,Sample X6,B,71484,160654,0.444956241363427
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F05,F,05,Sample X6,C,49256,102326,0.4813634853311964
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F06,F,06,Sample X6,C,27136,54448,0.49838377901851305
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F07,F,07,Sample X6,D,20,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F08,F,08,Sample X6,D,64,20,3.2
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F09,F,09,Sample X6,E,64862,144706,0.44823296891628545
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F10,F,10,Sample X6,E,53706,121944,0.440415272584137
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F11,F,11,Sample X6,F,36646,80520,0.45511674118231493
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,F12,F,12,Sample X6,F,49086,112742,0.43538344184066274
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G01,G,01,Sample X7,A,59946,134284,0.4464120818563641
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G02,G,02,Sample X7,A,60356,130396,0.46286695910917514
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G03,G,03,Sample X7,B,70556,159114,0.4434304963736692
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G04,G,04,Sample X7,B,69112,154196,0.4482087732496303
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G05,G,05,Sample X7,C,45802,96606,0.47411133884023765
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G06,G,06,Sample X7,C,36480,78346,0.46562683480969036
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G07,G,07,Sample X7,D,26,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G08,G,08,Sample X7,D,72,22,3.272727272727273
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G09,G,09,Sample X7,E,59406,135844,0.43731044433320576
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G10,G,10,Sample X7,E,54878,122172,0.4491863929541957
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G11,G,11,Sample X7,F,46238,101420,0.4559061329126405
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,G12,G,12,Sample X7,F,53424,116004,0.46053584359160027
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H01,H,01,Negative control N,A,54870,122828,0.44672224574201325
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H02,H,02,Negative control N,A,55540,128760,0.43134513824168996
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H03,H,03,Negative control N,B,80536,187032,0.4306001112109158
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H04,H,04,Negative control N,B,34132,77966,0.4377805710181361
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H05,H,05,Negative control N,C,47766,102266,0.46707605655838697
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H06,H,06,Negative control N,C,39724,83354,0.47656981068694965
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H07,H,07,Negative control N,D,50,4,12.5
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H08,H,08,Negative control N,D,38,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H09,H,09,Negative control N,E,55176,126812,0.4351007791060783
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H10,H,10,Negative control N,E,44460,101768,0.43687603175850953
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H11,H,11,Negative control N,F,48548,105528,0.4600485179288909
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,650,H12,H,12,Negative control N,F,44570,99402,0.4483813202953663
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A01,A,01,Sample X1,A,59426,119380,0.49778857430055284
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A02,A,02,Sample X1,A,65078,129870,0.5011011011011011
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A03,A,03,Sample X1,B,83864,176778,0.4744029234406996
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A04,A,04,Sample X1,B,5012,9796,0.5116374030216415
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A05,A,05,Sample X1,C,40520,80054,0.5061583431183951
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A06,A,06,Sample X1,C,28366,56426,0.5027115159678163
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A07,A,07,Sample X1,D,18,10,1.8
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A08,A,08,Sample X1,D,42,26,1.6153846153846154
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A09,A,09,Sample X1,E,78218,158896,0.49225908770516563
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A10,A,10,Sample X1,E,70600,138606,0.5093574592730473
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A11,A,11,Sample X1,F,67794,134888,0.50259474527015
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,A12,A,12,Sample X1,F,50706,100660,0.5037353467117027
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B01,B,01,Sample X2,A,61190,117686,0.519942898900464
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B02,B,02,Sample X2,A,66016,127632,0.5172370565375455
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B03,B,03,Sample X2,B,79356,161418,0.49161803516336466
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B04,B,04,Sample X2,B,69536,137734,0.5048571884937634
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B05,B,05,Sample X2,C,41864,81158,0.5158333127972596
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B06,B,06,Sample X2,C,38848,74356,0.522459519070418
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B07,B,07,Sample X2,D,62,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B08,B,08,Sample X2,D,24,4,6.0
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B09,B,09,Sample X2,E,73170,153290,0.477330549938026
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B10,B,10,Sample X2,E,62902,127290,0.4941629350302459
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B11,B,11,Sample X2,F,52030,106704,0.4876105862947968
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,B12,B,12,Sample X2,F,53332,102724,0.5191776021182976
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C01,C,01,Sample X3,A,54976,115556,0.4757520163383987
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C02,C,02,Sample X3,A,52670,108514,0.4853751589656634
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C03,C,03,Sample X3,B,73242,153618,0.47678006483615204
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C04,C,04,Sample X3,B,62976,133856,0.4704757351183361
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C05,C,05,Sample X3,C,39910,78218,0.5102406095783579
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C06,C,06,Sample X3,C,31162,60954,0.5112379827410835
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C07,C,07,Sample X3,D,62,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C08,C,08,Sample X3,D,48,12,4.0
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C09,C,09,Sample X3,E,60018,135950,0.44147112909157776
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C10,C,10,Sample X3,E,57588,124952,0.46088097829566554
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C11,C,11,Sample X3,F,57082,123572,0.4619331240086751
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,C12,C,12,Sample X3,F,50004,108072,0.4626915389740173
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D01,D,01,Sample X4,A,60088,131694,0.4562698376539554
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D02,D,02,Sample X4,A,67172,149758,0.4485369729830794
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D03,D,03,Sample X4,B,85348,193420,0.4412573673870334
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D04,D,04,Sample X4,B,57446,125574,0.45746731011196584
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D05,D,05,Sample X4,C,58374,123018,0.4745159244988538
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D06,D,06,Sample X4,C,32980,66656,0.49477916466634664
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D07,D,07,Sample X4,D,18,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D08,D,08,Sample X4,D,54,6,9.0
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D09,D,09,Sample X4,E,68528,162202,0.4224855427183389
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D10,D,10,Sample X4,E,59448,134328,0.4425585134893693
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D11,D,11,Sample X4,F,60530,133068,0.454880211621126
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,D12,D,12,Sample X4,F,61794,134360,0.4599136647811849
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E01,E,01,Sample X5,A,53886,122486,0.43993599268487826
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E02,E,02,Sample X5,A,47430,107558,0.440971382881794
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E03,E,03,Sample X5,B,77038,183112,0.42071519070295776
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E04,E,04,Sample X5,B,74604,173428,0.43017275180478354
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E05,E,05,Sample X5,C,30316,65068,0.46591258375852956
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E06,E,06,Sample X5,C,42052,88290,0.4762940310340922
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E07,E,07,Sample X5,D,22,10,2.2
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E08,E,08,Sample X5,D,10,6,1.6666666666666667
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E09,E,09,Sample X5,E,56020,127982,0.4377178040661968
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E10,E,10,Sample X5,E,58064,129080,0.44982956306166716
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E11,E,11,Sample X5,F,56278,123332,0.4563130412220673
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,E12,E,12,Sample X5,F,48358,107830,0.4484651766669758
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F01,F,01,Sample X6,A,54958,127594,0.4307255827076508
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F02,F,02,Sample X6,A,50940,113994,0.446865624506553
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F03,F,03,Sample X6,B,67676,153856,0.4398658485856905
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F04,F,04,Sample X6,B,67960,155204,0.4378753124919461
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F05,F,05,Sample X6,C,44300,97340,0.4551058146702281
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F06,F,06,Sample X6,C,24748,50116,0.49381435070636126
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F07,F,07,Sample X6,D,16,26,0.6153846153846154
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F08,F,08,Sample X6,D,56,10,5.6
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F09,F,09,Sample X6,E,58672,136012,0.4313737023203835
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F10,F,10,Sample X6,E,50976,115062,0.4430307138759973
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F11,F,11,Sample X6,F,34614,75516,0.4583664389003655
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,F12,F,12,Sample X6,F,46144,106736,0.4323189926547744
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G01,G,01,Sample X7,A,56272,127048,0.4429192116365468
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G02,G,02,Sample X7,A,54316,124206,0.4373057662270744
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G03,G,03,Sample X7,B,65424,150674,0.4342089544314215
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G04,G,04,Sample X7,B,62580,143834,0.4350848895254251
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G05,G,05,Sample X7,C,42344,91354,0.46351555487444446
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G06,G,06,Sample X7,C,35584,74084,0.4803196371686194
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G07,G,07,Sample X7,D,16,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G08,G,08,Sample X7,D,20,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G09,G,09,Sample X7,E,55712,131138,0.4248349067394653
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G10,G,10,Sample X7,E,48564,113994,0.4260224222327491
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G11,G,11,Sample X7,F,42352,95416,0.4438668567116626
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,G12,G,12,Sample X7,F,49986,109780,0.4553288394971762
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H01,H,01,Negative control N,A,49606,116524,0.4257148741890083
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H02,H,02,Negative control N,A,51876,121210,0.4279844897285702
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H03,H,03,Negative control N,B,74182,177038,0.4190173860978999
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H04,H,04,Negative control N,B,31966,72442,0.4412633555119958
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H05,H,05,Negative control N,C,43636,96900,0.45031991744066047
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H06,H,06,Negative control N,C,36462,78468,0.4646734974766784
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H07,H,07,Negative control N,D,14,0,inf
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H08,H,08,Negative control N,D,32,14,2.2857142857142856
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H09,H,09,Negative control N,E,51634,117848,0.43814065575996197
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H10,H,10,Negative control N,E,40786,93038,0.4383800167673424
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H11,H,11,Negative control N,F,43044,97872,0.43979892103972534
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,715,H12,H,12,Negative control N,F,41640,93402,0.44581486477805615
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,780,A01,A,01,Sample X1,A,54914,112816,0.4867571975606297
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,780,A02,A,02,Sample X1,A,61542,122184,0.5036829699469653
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,780,A03,A,03,Sample X1,B,79528,167182,0.47569714442942423
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,780,A04,A,04,Sample X1,B,4714,8986,0.5245938125973737
2022-06-03 11:19:15,"03-06-2022,11:19:14",CAMYEL - variants,Plate 1,780,A05,A,05,Sample X1,C,37084,75194,0.49317764715269835
